frameId,xa_above,xb_above,x_middle,y,ori_eventX,ori_eventY,event,milestones_before,milestones_before_ori,trail_ori,swimmerId,strokeCount,strokeDistance,x_world,speed_world,x_olympic,speed_olympic,x_personal,speed_personal,x_national,speed_national,resultS,nationality,name,age,result,world,world50,olympic,olympic50,personal,personal50,national,national50,currentLap50,averageLap,elapsed,speed,acceleration,averageSpeed,distanceSwam,distanceRemaining,distanceToLeader,estimatedCompletionTime,nextPassing,winner,reaction,diving,direction,currentLeader
190,,,13.3,0.0,238.0,1801.0,start,[],[],"[{""eventX"":238.0,""eventY"":1801.0}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.0,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
191,,,13.3,0.0,235.53333333333333,1796.8333333333333,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.017157894736842105,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
192,,,13.3,0.0,233.06666666666666,1792.6666666666667,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.03431578947368421,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
193,,,13.3,0.0,230.6,1788.5,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.05147368421052632,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
194,,,13.3,0.0,228.13333333333333,1784.3333333333333,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.06863157894736842,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
195,,,13.3,0.0,225.66666666666666,1780.1666666666667,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.08578947368421053,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
196,,,13.3,0.0,223.2,1776.0,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.10294736842105263,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
197,,,13.3,0.0,220.73333333333332,1771.8333333333333,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.12010526315789474,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
198,,,13.3,0.0,218.26666666666665,1767.6666666666667,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333},{""eventX"":218.26666666666665,""eventY"":1767.6666666666667}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.13726315789473684,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
199,,,13.3,0.0,215.8,1763.5,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333},{""eventX"":218.26666666666665,""eventY"":1767.6666666666667},{""eventX"":215.8,""eventY"":1763.5}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.15442105263157893,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
200,,,13.3,0.0,213.33333333333334,1759.3333333333333,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333},{""eventX"":218.26666666666665,""eventY"":1767.6666666666667},{""eventX"":215.8,""eventY"":1763.5},{""eventX"":213.33333333333334,""eventY"":1759.3333333333333}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.17157894736842105,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
201,,,13.3,0.0,210.86666666666667,1755.1666666666667,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333},{""eventX"":218.26666666666665,""eventY"":1767.6666666666667},{""eventX"":215.8,""eventY"":1763.5},{""eventX"":213.33333333333334,""eventY"":1759.3333333333333},{""eventX"":210.86666666666667,""eventY"":1755.1666666666667}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.18873684210526315,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
202,,,13.3,0.0,208.4,1751.0,interpolated,"[{""x_middle"":13.3,""y"":0.0}]","[{""eventX"":238.0,""eventY"":1801.0}]","[{""eventX"":238.0,""eventY"":1801.0},{""eventX"":235.53333333333333,""eventY"":1796.8333333333333},{""eventX"":233.06666666666666,""eventY"":1792.6666666666667},{""eventX"":230.6,""eventY"":1788.5},{""eventX"":228.13333333333333,""eventY"":1784.3333333333333},{""eventX"":225.66666666666666,""eventY"":1780.1666666666667},{""eventX"":223.2,""eventY"":1776.0},{""eventX"":220.73333333333332,""eventY"":1771.8333333333333},{""eventX"":218.26666666666665,""eventY"":1767.6666666666667},{""eventX"":215.8,""eventY"":1763.5},{""eventX"":213.33333333333334,""eventY"":1759.3333333333333},{""eventX"":210.86666666666667,""eventY"":1755.1666666666667},{""eventX"":208.4,""eventY"":1751.0}]",0,0,1.0582431572246975,,,,,,,,,6.52,Indonesia,MADE RITA D.M.,24,6.52,,,,,,,,,,,0.20589473684210527,2.05589161424021,0.0,0.0,0.0,13.299999999999999,0.0,,,,,,advance,0
